"file","area","review_state","content_status","implementation_status","verification_status","ownership","instructional_readiness","learner_validation","risk","learning_blocker","action","reason","dependency","acceptance"
"40_实验练习\E04_Agent实验\e04_runtime_reference\e04_runtime\audit.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性 Agent runtime、授权审批、fencing、versioned reducer/checkpoint、异常时序、跨租户隔离和审计，共 86 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\e04_runtime_reference\e04_runtime\errors.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性 Agent runtime、授权审批、fencing、versioned reducer/checkpoint、异常时序、跨租户隔离和审计，共 86 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\e04_runtime_reference\e04_runtime\models.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性 Agent runtime、授权审批、fencing、versioned reducer/checkpoint、异常时序、跨租户隔离和审计，共 86 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\e04_runtime_reference\e04_runtime\replay.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性 Agent runtime、授权审批、fencing、versioned reducer/checkpoint、异常时序、跨租户隔离和审计，共 86 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\e04_runtime_reference\e04_runtime\repository.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性 Agent runtime、授权审批、fencing、versioned reducer/checkpoint、异常时序、跨租户隔离和审计，共 86 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\e04_runtime_reference\e04_runtime\runtime.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性 Agent runtime、授权审批、fencing、versioned reducer/checkpoint、异常时序、跨租户隔离和审计，共 86 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\e04_runtime_reference\e04_runtime\security.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性 Agent runtime、授权审批、fencing、versioned reducer/checkpoint、异常时序、跨租户隔离和审计，共 86 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\e04_runtime_reference\e04_runtime\tools.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性 Agent runtime、授权审批、fencing、versioned reducer/checkpoint、异常时序、跨租户隔离和审计，共 86 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\e04_runtime_reference\pyproject.toml","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性 Agent runtime、授权审批、fencing、versioned reducer/checkpoint、异常时序、跨租户隔离和审计，共 86 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\e04_runtime_reference\README.md","40_实验练习","rule-reviewed","draft","runnable-task","unverified","reference","not-assessed","not-evaluated","medium","否","保留/学习者复现","当前学习入口或实验题面已存在；reference 与学习者运行证据分离，尚未完成学习者验证","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\e04_runtime_reference\requirements-dev.lock","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性 Agent runtime、授权审批、fencing、versioned reducer/checkpoint、异常时序、跨租户隔离和审计，共 86 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\e04_runtime_reference\tests\conftest.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性 Agent runtime、授权审批、fencing、versioned reducer/checkpoint、异常时序、跨租户隔离和审计，共 86 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\e04_runtime_reference\tests\test_approval_workflow.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性 Agent runtime、授权审批、fencing、versioned reducer/checkpoint、异常时序、跨租户隔离和审计，共 86 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\e04_runtime_reference\tests\test_cancellation_and_injection.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性 Agent runtime、授权审批、fencing、versioned reducer/checkpoint、异常时序、跨租户隔离和审计，共 86 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\e04_runtime_reference\tests\test_contracts_and_tools.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性 Agent runtime、授权审批、fencing、versioned reducer/checkpoint、异常时序、跨租户隔离和审计，共 86 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\e04_runtime_reference\tests\test_replay_and_checkpoint.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性 Agent runtime、授权审批、fencing、versioned reducer/checkpoint、异常时序、跨租户隔离和审计，共 86 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\e04_runtime_reference\tests\test_sessions_and_audit.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性 Agent runtime、授权审批、fencing、versioned reducer/checkpoint、异常时序、跨租户隔离和审计，共 86 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\e04_runtime_reference\tests\test_target_security.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性 Agent runtime、授权审批、fencing、versioned reducer/checkpoint、异常时序、跨租户隔离和审计，共 86 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\E04-01 工具调用最小实验.md","40_实验练习","rule-reviewed","draft","runnable-task","unverified","reference","not-assessed","not-evaluated","medium","否","保留/学习者复现","当前学习入口或实验题面已存在；reference 与学习者运行证据分离，尚未完成学习者验证","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\E04-02 多步骤 Agent 状态流转实验.md","40_实验练习","rule-reviewed","draft","runnable-task","unverified","reference","not-assessed","not-evaluated","medium","否","保留/学习者复现","当前学习入口或实验题面已存在；reference 与学习者运行证据分离，尚未完成学习者验证","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\E04-03 人工确认与失败处理实验.md","40_实验练习","rule-reviewed","draft","runnable-task","unverified","reference","not-assessed","not-evaluated","medium","否","保留/学习者复现","当前学习入口或实验题面已存在；reference 与学习者运行证据分离，尚未完成学习者验证","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\E04-04 最小 Agent Runtime 实现.md","40_实验练习","rule-reviewed","draft","runnable-task","unverified","reference","not-assessed","not-evaluated","medium","否","保留/学习者复现","当前学习入口或实验题面已存在；reference 与学习者运行证据分离，尚未完成学习者验证","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\E04-05 Session 隔离与多轮追问.md","40_实验练习","rule-reviewed","draft","runnable-task","unverified","reference","not-assessed","not-evaluated","medium","否","保留/学习者复现","当前学习入口或实验题面已存在；reference 与学习者运行证据分离，尚未完成学习者验证","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\E04-06 Context 压缩与 memory 召回.md","40_实验练习","rule-reviewed","draft","runnable-task","unverified","reference","not-assessed","not-evaluated","medium","否","保留/学习者复现","当前学习入口或实验题面已存在；reference 与学习者运行证据分离，尚未完成学习者验证","","保持文档、代码、测试和状态一致"
"40_实验练习\E04_Agent实验\E04-07 异步工具与 busy state.md","40_实验练习","rule-reviewed","draft","runnable-task","unverified","reference","not-assessed","not-evaluated","medium","否","保留/学习者复现","当前学习入口或实验题面已存在；reference 与学习者运行证据分离，尚未完成学习者验证","","保持文档、代码、测试和状态一致"
"40_实验练习\E05_调度实验\E05_调度实验_索引.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\E05_调度实验\E05-01 实现 FIFO 调度.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\E05_调度实验\E05-02 比较 FIFO 和 Priority.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\E05_调度实验\E05-03 高峰负载下的 P95 延迟实验.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\E05_调度实验\E05-04 成本感知调度模拟.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\E05_调度实验\E05-05 多 worker 容量与利用率.md","40_实验练习","rule-reviewed","content-reviewed","runnable-task","unverified","reference","not-assessed","not-evaluated","medium","否","保留/学习者复现","新增独立学习者任务，提供接口、不变量和验收，不提供完整答案","M05 对应章节","学习者保存代码、原始 artifact、复现命令和证据表"
"40_实验练习\E05_调度实验\E05-06 项目复盘与证据表达.md","40_实验练习","rule-reviewed","content-reviewed","runnable-task","unverified","reference","not-assessed","not-evaluated","medium","否","保留/学习者复现","新增独立学习者任务，提供接口、不变量和验收，不提供完整答案","M05 对应章节","学习者保存代码、原始 artifact、复现命令和证据表"
"40_实验练习\E05_调度实验\E05-R0-R1 学习边界与最小模型复现.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\E06_数据库异步任务实验\e06_sqlite_reference\e06_reference\__init__.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","SQLite outbox、幂等、lease、重试退避、reconciliation 和 stale-worker fencing，共 29 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E06_数据库异步任务实验\e06_sqlite_reference\e06_reference\database.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","SQLite outbox、幂等、lease、重试退避、reconciliation 和 stale-worker fencing，共 29 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E06_数据库异步任务实验\e06_sqlite_reference\e06_reference\reliability.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","SQLite outbox、幂等、lease、重试退避、reconciliation 和 stale-worker fencing，共 29 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E06_数据库异步任务实验\e06_sqlite_reference\examples\postgres_deadlock_demo.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","SQLite outbox、幂等、lease、重试退避、reconciliation 和 stale-worker fencing，共 29 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E06_数据库异步任务实验\e06_sqlite_reference\pyproject.toml","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","SQLite outbox、幂等、lease、重试退避、reconciliation 和 stale-worker fencing，共 29 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E06_数据库异步任务实验\e06_sqlite_reference\README.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","SQLite outbox、幂等、lease、重试退避、reconciliation 和 stale-worker fencing，共 29 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E06_数据库异步任务实验\e06_sqlite_reference\requirements-dev.lock","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","SQLite outbox、幂等、lease、重试退避、reconciliation 和 stale-worker fencing，共 29 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E06_数据库异步任务实验\e06_sqlite_reference\requirements-postgres.lock","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","SQLite outbox、幂等、lease、重试退避、reconciliation 和 stale-worker fencing，共 29 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E06_数据库异步任务实验\e06_sqlite_reference\tests\test_database_foundations.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","SQLite outbox、幂等、lease、重试退避、reconciliation 和 stale-worker fencing，共 29 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E06_数据库异步任务实验\e06_sqlite_reference\tests\test_outbox.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","SQLite outbox、幂等、lease、重试退避、reconciliation 和 stale-worker fencing，共 29 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E06_数据库异步任务实验\e06_sqlite_reference\tests\test_reliability.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","SQLite outbox、幂等、lease、重试退避、reconciliation 和 stale-worker fencing，共 29 项测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E06_数据库异步任务实验\E06_数据库异步任务实验_索引.md","40_实验练习","rule-reviewed","content-reviewed","partial","verified","reference","not-assessed","not-evaluated","medium","否","保留","SQLite 语义闭环与 P03 PostgreSQL/Redis 多服务 reference 均已验证","","保持文档、代码、测试和状态一致"
"40_实验练习\E06_数据库异步任务实验\E06-01 任务状态持久化.md","40_实验练习","rule-reviewed","content-reviewed","partial","verified","reference","not-assessed","not-evaluated","medium","否","保留","SQLite 语义闭环与 P03 PostgreSQL/Redis 多服务 reference 均已验证","","保持文档、代码、测试和状态一致"
"40_实验练习\E06_数据库异步任务实验\E06-02 文档解析与 RAG 请求异步化.md","40_实验练习","rule-reviewed","content-reviewed","partial","verified","reference","not-assessed","not-evaluated","medium","否","保留","SQLite 语义闭环与 P03 PostgreSQL/Redis 多服务 reference 均已验证","","保持文档、代码、测试和状态一致"
"40_实验练习\E06_数据库异步任务实验\E06-03 embedding 与检索结果缓存实验.md","40_实验练习","rule-reviewed","content-reviewed","partial","verified","reference","not-assessed","not-evaluated","medium","否","保留","SQLite 语义闭环与 P03 PostgreSQL/Redis 多服务 reference 均已验证","","保持文档、代码、测试和状态一致"
"40_实验练习\E07_Docker实验\E07_Docker实验_索引.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","E07-01 至 E07-03 reference 均已验证","","保持文档、代码、测试和状态一致"
"40_实验练习\E07_Docker实验\E07-01 最小 FastAPI Dockerfile.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 单 API 容器已通过健康检查和 HTTP 闭环","","保持文档、代码、测试和状态一致"
"40_实验练习\E07_Docker实验\E07-02 docker compose 串联 API + db + redis.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","PostgreSQL/Redis/outbox dispatcher/独立 worker 与故障恢复已验证","","保持文档、代码、测试和状态一致"
"40_实验练习\E07_Docker实验\E07-03 worker 服务与日志排查.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","PostgreSQL/Redis/outbox dispatcher/独立 worker 与故障恢复已验证","","保持文档、代码、测试和状态一致"
"40_实验练习\E08_监控压测实验\E08_监控压测实验_索引.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留/继续正式实验","E08-01/02/03 均有三次随机化本机 reference；长时、真实 workload 和学习者复现未完成","","保持文档、代码、测试和状态一致"
"40_实验练习\E08_监控压测实验\E08-01 Locust 压测 RAG_API 请求.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留/继续正式实验","Locust、task 分位数、队列/资源时序和三次随机化本机 reference 已验证；学习者长时实验未完成","","保持文档、代码、测试和状态一致"
"40_实验练习\E08_监控压测实验\E08-02 记录 average_P95_P99_吞吐_错误率.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留/继续正式实验","Locust、task 分位数、队列/资源时序和三次随机化本机 reference 已验证；学习者长时实验未完成","","保持文档、代码、测试和状态一致"
"40_实验练习\E08_监控压测实验\E08-03 队列长度和 worker utilization 观察实验.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留/继续正式实验","1/2/4 worker × 3 随机化本机对照、队列/资源时序和 95% t 区间已验证","","保持文档、代码、测试和状态一致"
"40_实验练习\E09_K8s实验\E09_K8s实验_索引.md","40_实验练习","rule-reviewed","content-reviewed","partial","verified","reference","not-assessed","not-evaluated","medium","否","保留/继续实现","E09-01/02/03 已有 kind 功能性 reference；E09-04、自动扩缩容和生产化未实现","","保持文档、代码、测试和状态一致"
"40_实验练习\E09_K8s实验\E09-01 kind 本地集群.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留/学习者复现","kind v0.32.0 集群创建、节点检查和清理已通过","kind_reference","学习者独立创建、检查并清理 kind 集群"
"40_实验练习\E09_K8s实验\E09-02 部署 FastAPI 服务.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留/学习者复现","五服务 Deployment/Service、probe、非 root、权限路径和 API rollout 持久性已在 kind 验证","E09-01","学习者完成 rollout、权限、重启持久性和清理"
"40_实验练习\E09_K8s实验\E09-03 模拟 worker pod 扩缩容.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留/继续实验","kind 手工 1/2/4 replicas 功能对照已验证；单次时延不作性能结论","E09-02","学习者复现，再补重复实验或 HPA/KEDA"
"40_实验练习\E09_K8s实验\E09-04 Kueue 概念实验.md","40_实验练习","rule-reviewed","content-reviewed","not-applicable","unverified","reference","not-assessed","not-evaluated","medium","否","保留为概念实验","只做 Kueue/admission/scheduler 边界映射","","保持文档、代码、测试和状态一致"
"40_实验练习\E09_K8s实验\kind_reference\kind-e09.yaml","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留/学习者复现","kind 多服务、权限/重启路径和手工 1/2/4 worker 功能性 reference 已验证；无 HPA 或生产化结论","","保持文档、代码、测试和状态一致"
"40_实验练习\E09_K8s实验\kind_reference\manifests\database.yaml","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留/学习者复现","kind 多服务、权限/重启路径和手工 1/2/4 worker 功能性 reference 已验证；无 HPA 或生产化结论","","保持文档、代码、测试和状态一致"
"40_实验练习\E09_K8s实验\kind_reference\manifests\kustomization.yaml","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留/学习者复现","kind 多服务、权限/重启路径和手工 1/2/4 worker 功能性 reference 已验证；无 HPA 或生产化结论","","保持文档、代码、测试和状态一致"
"40_实验练习\E09_K8s实验\kind_reference\manifests\namespace.yaml","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留/学习者复现","kind 多服务、权限/重启路径和手工 1/2/4 worker 功能性 reference 已验证；无 HPA 或生产化结论","","保持文档、代码、测试和状态一致"
"40_实验练习\E09_K8s实验\kind_reference\manifests\redis.yaml","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留/学习者复现","kind 多服务、权限/重启路径和手工 1/2/4 worker 功能性 reference 已验证；无 HPA 或生产化结论","","保持文档、代码、测试和状态一致"
"40_实验练习\E09_K8s实验\kind_reference\manifests\runtime.yaml","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留/学习者复现","kind 多服务、权限/重启路径和手工 1/2/4 worker 功能性 reference 已验证；无 HPA 或生产化结论","","保持文档、代码、测试和状态一致"
"40_实验练习\E09_K8s实验\kind_reference\manifests\workloads.yaml","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留/学习者复现","kind 多服务、权限/重启路径和手工 1/2/4 worker 功能性 reference 已验证；无 HPA 或生产化结论","","保持文档、代码、测试和状态一致"
"40_实验练习\E09_K8s实验\kind_reference\README.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留/学习者复现","kind 多服务、权限/重启路径和手工 1/2/4 worker 功能性 reference 已验证；无 HPA 或生产化结论","","保持文档、代码、测试和状态一致"
"40_实验练习\E09_K8s实验\kind_reference\scripts\install_kind.ps1","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留/学习者复现","kind 多服务、权限/重启路径和手工 1/2/4 worker 功能性 reference 已验证；无 HPA 或生产化结论","","保持文档、代码、测试和状态一致"
"40_实验练习\E09_K8s实验\kind_reference\scripts\verify_kind.ps1","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留/学习者复现","kind 多服务、权限/重启路径和手工 1/2/4 worker 功能性 reference 已验证；无 HPA 或生产化结论","","保持文档、代码、测试和状态一致"
"40_实验练习\E10_推理服务实验\e10_inference_reference\e10_reference\__init__.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性推理 workload 和指标参考实现，7 个测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E10_推理服务实验\e10_inference_reference\e10_reference\demo.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性推理 workload 和指标参考实现，7 个测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E10_推理服务实验\e10_inference_reference\e10_reference\simulation.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性推理 workload 和指标参考实现，7 个测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E10_推理服务实验\e10_inference_reference\pyproject.toml","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性推理 workload 和指标参考实现，7 个测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E10_推理服务实验\e10_inference_reference\README.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性推理 workload 和指标参考实现，7 个测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E10_推理服务实验\e10_inference_reference\requirements-dev.lock","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性推理 workload 和指标参考实现，7 个测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E10_推理服务实验\e10_inference_reference\tests\test_simulation.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性推理 workload 和指标参考实现，7 个测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\E10_推理服务实验\E10_推理服务实验_索引.md","40_实验练习","rule-reviewed","content-reviewed","partial","verified","reference","not-assessed","not-evaluated","medium","否","保留","模拟实验 verified，真实 vLLM blocked","","保持文档、代码、测试和状态一致"
"40_实验练习\E10_推理服务实验\E10-01 模拟推理 worker.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性模拟实验已通过 7 个测试","","保持文档、代码、测试和状态一致"
"40_实验练习\E10_推理服务实验\E10-02 不同请求长度的延迟统计.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","确定性模拟实验已通过 7 个测试","","保持文档、代码、测试和状态一致"
"40_实验练习\E10_推理服务实验\E10-03 vLLM 最小服务实验.md","40_实验练习","rule-reviewed","content-reviewed","absent","unverified","reference","not-assessed","not-evaluated","high","否","保留/环境阻塞","vLLM 需独立 Linux/WSL、驱动、模型和显存前提","Linux/WSL + GPU","真实 streaming 请求和指标记录完整"
"40_实验练习\GF00_金融工程第一阶段实验\GF00_金融工程第一阶段实验_索引.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\GF00_金融工程第一阶段实验\GF01-01 收益率分布与正态性观察.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\GF00_金融工程第一阶段实验\GF01-02 协方差矩阵与相关性热力图.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\GF00_金融工程第一阶段实验\GF02-01 金融时间序列清洗.md","40_实验练习","rule-reviewed","content-reviewed","partial","verified","reference","not-assessed","not-evaluated","medium","否","保留","金融 P0 错误已修并有参考测试","","保持文档、代码、测试和状态一致"
"40_实验练习\GF00_金融工程第一阶段实验\GF02-02 rolling volatility 与最大回撤.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\GF00_金融工程第一阶段实验\GF03-01 两资产组合风险收益曲线.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\GF00_金融工程第一阶段实验\GF03-02 多资产组合有效前沿示意.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
